A.baumanii-OXA25_13302,template,null
A.baumanii-OXA58_13305,template,null
K.pneumoniae-OXA48_13442,template,null
A.baumanii-OXA23_13301,template,null
p012-OXA143,template,null
p011-OXA198,template,null
AMR_oxa48_x.1_OXA02_OXA05,assay,189
AMR_oxa48_x.2_OXA02_OXA06,assay,227
AMR_oxa48_x.3_OXA03_OXA05,assay,160
AMR_oxa48_x.4_OXA03_OXA06,assay,198
AMR_oxa48_x.5_OXA10_OXA12,assay,165
AMR_oxa48_x.6_OXA10_OXA13,assay,200
AMR_oxa48_x.7_OXA16_OXA17,assay,176
AMR_oxa48_1.x_OXA01_OXA07,assay,350
AMR_oxa48_2.x_OXA01_OXA08,assay,356
AMR_oxa48_3.x_OXA09_OXA14,assay,289
AMR_oxa48_4.x_OXA15_OXA18,assay,424
AMR_oxa48_5.x_OXA15_OXA19,assay,433
AMR_oxa23_x.8_OXA21_OXA22,assay,197
AMR_oxa23_x.9_OXA25_OXA27,assay,228
AMR_oxa23_x.10_OXA26_OXA27,assay,175
AMR_oxa23_6.x_OXA20_OXA23,assay,324
AMR_oxa23_7.x_OXA24_OXA28,assay,352
AMR_oxa40_x.11_OXA30_OXA31,assay,236
AMR_oxa40_x.12_OXA30_OXA32,assay,242
AMR_oxa40_x.13_OXA35_OXA37,assay,178
AMR_oxa40_x.14_OXA36_OXA37,assay,174
AMR_oxa40_8.x_OXA29_OXA33,assay,379
AMR_oxa40_9.x_OXA34_OXA38,assay,365
AMR_oxa58_x.15_OXA40_OXA41,assay,223
AMR_oxa58_x.16_OXA46_OXA47,assay,212
AMR_oxa58_10.x_OXA39_OXA42,assay,333
AMR_oxa58_11.x_OXA39_OXA43,assay,353
AMR_oxa58_12.x_OXA39_OXA45,assay,378
AMR_oxa58_13.x_OXA44_OXA48,assay,396
